contig_name	control_replicate1	control_replicate2	day1_replicate1	day1_replicate2	day2_replicate1	day2_replicate2	contig_name	annotation_information_blastx_against_UniProtKB	e-value_of_annotation_information
TRINITY_DN127078_c0_g1_i1	137.286032730576	156.615641945062	96.6234365560614	100.020583664785	116.787414574554	120.47631152274	TRINITY_DN127078_c0_g1_i1	sp|Q6NLY8|HA22K_ARATH_HVA22-like_protein_k_OS=Arabidopsis_thaliana_GN=HVA22K_PE=2_SV=1	6e-20
TRINITY_DN127099_c0_g1_i1	136.315361872339	94.6326889196921	106.969250979823	106.029016566313	140.752762778151	115.521086406835	-	-	-
TRINITY_DN12709_c0_g1_i1	73.5732938674801	74.3289350136494	110.394002472544	70.2276278606134	67.8633676334606	74.8886340290787	TRINITY_DN12709_c0_g1_i1	sp|Q5R574|MSMO1_PONAB_Methylsterol_monooxygenase_1_OS=Pongo_abelii_GN=MSMO1_PE=2_SV=1	3e-06
TRINITY_DN127108_c0_g1_i1	91.0830104757289	100.259047414402	53.2891704013205	71.5966964483492	56.7106353054595	40.1290808650211	TRINITY_DN127108_c0_g1_i1	sp|Q54DU1|MCFP_DICDI_Mitochondrial_substrate_carrier_family_protein_P_OS=Dictyostelium_discoideum_GN=mcfP_PE=3_SV=1	3e-26
TRINITY_DN127109_c0_g1_i1	9.19449319367758	5.19100411234078	20.5907922229025	4.74387082930821	2.41658139762679	10.3219502625307	-	-	-
TRINITY_DN127145_c0_g1_i1	93.4545940301639	121.982506597842	112.593460694444	131.790957699313	104.11024789143	143.987317585142	-	-	-
TRINITY_DN127169_c0_g1_i2	139.604725454398	110.839445413439	117.011757156966	102.386781625106	126.392261686913	136.605883406748	TRINITY_DN127169_c0_g1_i2	sp|Q14B80|KCNC2_MOUSE_Potassium_voltage-gated_channel_subfamily_C_member_2_OS=Mus_musculus_GN=Kcnc2_PE=1_SV=1	1e-10
TRINITY_DN127181_c0_g1_i1	43.5547975092279	56.813713127546	49.2350809751635	30.1913786825737	28.8271936346806	27.2483403808425	TRINITY_DN127181_c0_g1_i1	sp|P93798|SNAA_VITVI_Alpha-soluble_NSF_attachment_protein_OS=Vitis_vinifera_PE=2_SV=1	3e-52
TRINITY_DN127184_c0_g1_i1	52.7645000937098	51.8074850044822	44.764155148201	45.0181578073607	62.8476585008596	62.7438849919394	TRINITY_DN127184_c0_g1_i1	sp|B8JAX1|GPDA_ANAD2_Glycerol-3-phosphate_dehydrogenase_[NAD(P)+]_OS=Anaeromyxobacter_dehalogenans_(strain_2CP-1_/_ATCC_BAA-258)_GN=gpsA_PE=3_SV=1	1e-89
TRINITY_DN127185_c0_g1_i1	362.052949031154	357.506509800095	302.095080257354	249.226076418557	335.607835178161	309.052408615076	-	-	-
TRINITY_DN127203_c0_g1_i1	84.20938853025	84.7902963443918	90.7042648084546	76.2455948465603	83.4430119606299	75.1862066600486	-	-	-
TRINITY_DN127204_c0_g1_i1	9.35094005421932	11.1626621037943	9.9510930612175	10.9947118204909	18.2098593417667	22.8477595224864	-	-	-
TRINITY_DN127228_c0_g1_i2	58.5622682555073	107.085000527259	59.0986793836277	83.4966232966745	72.7016058649551	46.94945211759	TRINITY_DN127228_c0_g1_i2	sp|P62315|SMD1_MOUSE_Small_nuclear_ribonucleoprotein_Sm_D1_OS=Mus_musculus_GN=Snrpd1_PE=2_SV=1	2e-35
TRINITY_DN127230_c0_g1_i1	49.7049295294623	31.1821284448174	30.5381565332857	38.5246468011266	36.4927718364092	29.7661171612084	-	-	-
TRINITY_DN127240_c0_g1_i1	16.1062908602713	30.0193429782096	33.0885328939683	30.5981866087392	8.81289107965409	44.1604033976205	-	-	-
TRINITY_DN127264_c1_g1_i1	2.48003802134316	4.6098895169815	6.17610210301886	5.11624372421318	3.7279367672424	0	-	-	-
TRINITY_DN127343_c0_g2_i1	63.1529646009738	75.8161300013389	81.7738354182149	74.1357394069693	60.9179337182248	87.7292406672575	-	-	-
TRINITY_DN127427_c0_g1_i1	3.96714887148471	12.9232657352467	0	5.19841530299919	0	0	TRINITY_DN127427_c0_g1_i1	sp|O70600|RSAD2_RAT_Radical_S-adenosyl_methionine_domain-containing_protein_2_OS=Rattus_norvegicus_GN=Rsad2_PE=1_SV=1	7e-64
TRINITY_DN127434_c0_g1_i1	9.94958844874948	5.90104026473478	5.84920967675936	11.4342664325765	0	4.69119332845913	-	-	-
TRINITY_DN127444_c0_g1_i1	11.8559228965162	9.39876478382933	13.2301951648995	9.41746750421773	6.08860275196629	33.6310535483968	TRINITY_DN127444_c0_g1_i1	sp|Q95142|PDE6D_BOVIN_Retinal_rod_rhodopsin-sensitive_cGMP_3',5'-cyclic_phosphodiesterase_subunit_delta_OS=Bos_taurus_GN=PDE6D_PE=1_SV=1	7e-46
TRINITY_DN127458_c0_g1_i1	18.3880558550064	4.55545795307898	10.8561168990078	13.2950162213171	14.0005862176513	14.813615457573	-	-	-
TRINITY_DN127458_c0_g1_i2	58.1660997403608	38.2940124623486	32.3158187318293	27.5218513617705	23.0380062585203	19.4752908362462	-	-	-
TRINITY_DN127508_c0_g1_i1	20.6999057866556	34.6497739222719	25.1613102518877	32.9178511608132	40.5360389245608	15.9952843628304	-	-	-
TRINITY_DN127566_c0_g1_i1	184.976634856638	200.97354141202	206.843682853296	157.795897756961	228.088790674642	230.276821902481	TRINITY_DN127566_c0_g1_i1	sp|Q09788|ASL1_SCHPO_Alkali-sensitive_linkage_protein_1_OS=Schizosaccharomyces_pombe_(strain_972_/_ATCC_24843)_GN=asl1_PE=1_SV=1	2e-21
TRINITY_DN127599_c0_g1_i1	34.0914582955757	31.4619014454896	17.5608287178922	24.1542456278036	18.7069338316991	9.9923133458828	-	-	-
TRINITY_DN127648_c0_g2_i1	7.50812485056926	5.1559300573035	11.5872897053198	6.93711730362788	26.5769849253606	4.12978965851636	TRINITY_DN127648_c0_g2_i1	sp|Q54SR7|FKBP2_DICDI_FK506-binding_protein_2_OS=Dictyostelium_discoideum_GN=fkbp2_PE=3_SV=1	3e-18
TRINITY_DN127744_c0_g1_i1	33.5447681511825	40.3908794526462	59.9813341041327	39.6404326720224	45.1749504251808	40.8726690569001	-	-	-
TRINITY_DN127758_c0_g1_i1	12.1905315423376	20.2219533135092	15.5226361464745	5.87294447612042	7.79326999843479	14.4147493735032	-	-	-
TRINITY_DN127758_c0_g2_i1	9.42052107142835	11.6571881833306	20.201129856039	13.0515999335797	15.7920346762965	0	-	-	-
TRINITY_DN127798_c0_g1_i1	11.9540944006676	15.8070783207285	23.3771391133657	12.3756228712194	23.6175086619981	25.5232004554049	-	-	-
TRINITY_DN127827_c0_g1_i1	20.3490432052804	13.8729593042542	16.433702548079	12.2081211510015	22.5602638390809	6.88825329208115	TRINITY_DN127827_c0_g1_i1	sp|B4EY52|GPMB_PROMH_Probable_phosphoglycerate_mutase_GpmB_OS=Proteus_mirabilis_(strain_HI4320)_GN=gpmB_PE=3_SV=1	2e-09
TRINITY_DN127857_c0_g1_i1	22.1348672281439	24.3881073521638	26.3879089242723	21.2887594659565	13.5150826800877	22.2862607611618	TRINITY_DN127857_c0_g1_i1	sp|P51567|AFC2_ARATH_Serine/threonine-protein_kinase_AFC2_OS=Arabidopsis_thaliana_GN=AFC2_PE=1_SV=1	3e-65
TRINITY_DN127887_c0_g1_i1	80.2151484007576	92.0637609847393	84.3618843581169	125.561980179148	118.687548465808	145.89248662786	TRINITY_DN127887_c0_g1_i1	sp|Q86HV8|CTNC_DICDI_Countin-3_OS=Dictyostelium_discoideum_GN=ctnC_PE=2_SV=1	1e-22
TRINITY_DN127982_c0_g1_i1	3.50888592587667	2.16887126493729	4.94964458564769	2.6964034427626	0	0	-	-	-
TRINITY_DN128132_c0_g1_i1	181.638127833594	196.491025692469	122.250648691417	132.627672795268	152.133457943371	152.322330782263	TRINITY_DN128132_c0_g1_i1	sp|P08201|NIRB_ECOLI_Nitrite_reductase_(NADH)_large_subunit_OS=Escherichia_coli_(strain_K12)_GN=nirB_PE=3_SV=4	6e-69
TRINITY_DN128231_c0_g1_i1	91.58066299903	81.3794113980508	48.1126004991516	58.536329313559	44.7021550206033	44.3662524665038	-	-	-
TRINITY_DN128358_c0_g1_i1	6.19644972872377	0	15.8605251128989	1.69959181574002	0	0	TRINITY_DN128358_c0_g1_i1	sp|Q8WZ42|TITIN_HUMAN_Titin_OS=Homo_sapiens_GN=TTN_PE=1_SV=4	8e-05
TRINITY_DN128413_c0_g1_i1	81.0246214266151	65.3695249558692	57.7433462097715	58.6484737453814	83.0715428852891	51.5752489896016	-	-	-
TRINITY_DN128691_c0_g1_i1	27.2306262202524	31.2489325275532	16.6115115661334	14.6218229316927	24.5606296860811	10.6730461343518	-	-	-
TRINITY_DN12871_c0_g1_i1	91.4000864720645	77.213868434514	76.7253484459758	70.9578157510286	42.4005330913643	18.8255578382638	TRINITY_DN12871_c0_g1_i1	sp|P05064|ALDOA_MOUSE_Fructose-bisphosphate_aldolase_A_OS=Mus_musculus_GN=Aldoa_PE=1_SV=2	5e-97
TRINITY_DN128824_c0_g1_i1	9.40716796635872	10.8171472333387	8.69623289666767	6.67518503731274	10.8599129720109	40.0853203393742	-	-	-
TRINITY_DN128951_c0_g2_i1	27.6513865958065	17.602799974041	28.9194902126091	18.5225301476699	19.2491903128985	15.3654228222297	-	-	-
TRINITY_DN129079_c0_g1_i1	1.25120349064516	5.92983088730489	0	0	0	0	-	-	-
TRINITY_DN129079_c0_g3_i1	13.2118873984518	13.1426283213076	8.23782803827259	16.7618848102471	10.109474268322	17.1012235481448	-	-	-
TRINITY_DN129130_c0_g1_i1	0	6.93307859535865	9.75305935284144	6.072817598986	0	0	-	-	-
TRINITY_DN129143_c0_g1_i1	32.6408716935102	27.9229857481771	19.4275156895345	38.7103845403184	2.33284507495881	10.1143921902012	TRINITY_DN129143_c0_g1_i1	sp|A1Y9I9|TOMT_MOUSE_Transmembrane_O-methyltransferase_OS=Mus_musculus_GN=Tomt_PE=1_SV=1	2e-13
TRINITY_DN129419_c0_g1_i1	7.85710383785041	5.163375743175	5.59505160581068	2.80905369116971	2.9700291505961	16.5895817266152	TRINITY_DN129419_c0_g1_i1	sp|Q8RWS8|PP199_ARATH_Pentatricopeptide_repeat-containing_protein_At2g41720_OS=Arabidopsis_thaliana_GN=EMB2654_PE=2_SV=1	2e-05
TRINITY_DN129681_c0_g3_i1	81.3031270960417	86.6438235373612	132.096199584486	124.693449305894	111.543493206693	29.340379837481	-	-	-
TRINITY_DN12982_c0_g1_i1	46.1104906096342	52.3630070857343	68.215791360685	43.8559458746918	38.282014797458	65.0629049356525	-	-	-
TRINITY_DN129839_c0_g1_i1	113.653498605939	140.892779843323	124.385232069153	138.118172700923	168.700915795706	149.68570034028	-	-	-
TRINITY_DN12996_c0_g1_i1	90.7860225086161	70.4176566471213	84.5891857115938	85.4470915506972	81.6858203701367	121.227699849358	TRINITY_DN12996_c0_g1_i1	sp|Q9BRT9|SLD5_HUMAN_DNA_replication_complex_GINS_protein_SLD5_OS=Homo_sapiens_GN=GINS4_PE=1_SV=1	9e-12
TRINITY_DN130022_c0_g1_i1	118.957456530612	114.137482818304	126.535882275136	114.976582180908	122.801279806281	125.018010633204	TRINITY_DN130022_c0_g1_i1	sp|Q54QV3|YAKA_DICDI_Probable_serine/threonine-protein_kinase_yakA_OS=Dictyostelium_discoideum_GN=yakA_PE=1_SV=1	2e-05
TRINITY_DN130025_c0_g1_i1	68.0413036314713	83.3908470283271	87.8818319211228	79.5768169960738	85.753241844623	56.2752329880283	TRINITY_DN130025_c0_g1_i1	sp|Q6NZ18|K0907_DANRE_UPF0469_protein_KIAA0907_homolog_OS=Danio_rerio_PE=2_SV=1	6e-05
TRINITY_DN130026_c0_g1_i2	50.647838026758	37.89621912791	54.8407564719036	45.1182794341143	45.6661938400334	54.6958364538561	TRINITY_DN130026_c0_g1_i2	sp|P55081|MFAP1_HUMAN_Microfibrillar-associated_protein_1_OS=Homo_sapiens_GN=MFAP1_PE=1_SV=2	1e-29
TRINITY_DN130027_c0_g1_i1	26.7416638996423	18.7217110118357	32.1504912046808	35.8013715302635	21.4872213253631	13.984587659092	-	-	-
TRINITY_DN130030_c0_g1_i1	18.0051694431949	18.0423273813799	19.6100415435171	33.0587472721858	22.5628769349673	29.0318347176153	-	-	-
TRINITY_DN130031_c0_g1_i1	158.92059238017	169.580166401762	153.365175021666	181.680385131121	169.720672743022	149.695323059839	-	-	-
TRINITY_DN130036_c0_g1_i1	76.3006234206718	80.930987399686	59.1200039538139	59.9633941954029	114.841581284158	72.1968954898802	TRINITY_DN130036_c0_g1_i1	sp|Q9T0H9|GDT12_ARATH_GDT1-like_protein_2,_chloroplastic_OS=Arabidopsis_thaliana_GN=At4g13590_PE=1_SV=2	2e-18
TRINITY_DN130039_c0_g1_i1	25.9914124648306	15.5707305226359	16.7547793877859	22.672672782865	42.4026901982961	36.1280739932443	-	-	-
TRINITY_DN130042_c0_g1_i1	29.0463433388049	26.2196517709029	24.0606647625905	31.3622959848841	40.6515865256409	16.0471619944901	-	-	-
TRINITY_DN130042_c0_g1_i3	27.4511507808619	34.9397899182701	27.5467678703406	38.3511156441666	50.728888446746	9.45611153356043	-	-	-
TRINITY_DN130045_c0_g1_i1	26.7437031513854	12.8072041552987	34.2961196799065	9.72879975901682	36.6548005319818	26.3848023350278	-	-	-
TRINITY_DN130049_c0_g1_i1	98.2340914977579	96.832215255369	98.3050478495587	96.5098232496364	66.876907185723	121.148356656905	TRINITY_DN130049_c0_g1_i1	sp|P79101|CPSF3_BOVIN_Cleavage_and_polyadenylation_specificity_factor_subunit_3_OS=Bos_taurus_GN=CPSF3_PE=1_SV=1	0.0
TRINITY_DN130050_c0_g1_i1	59.3049511784932	64.4807795985527	66.474403742108	57.9893131522252	89.3185115317564	73.7656391478567	TRINITY_DN130050_c0_g1_i1	sp|P00516|KGP1_BOVIN_cGMP-dependent_protein_kinase_1_OS=Bos_taurus_GN=PRKG1_PE=1_SV=2	1e-10
TRINITY_DN130054_c0_g1_i2	22.0024496758049	21.1870104197052	32.4527741012821	22.4723419346351	31.6171890401277	12.9831512610155	-	-	-
TRINITY_DN130055_c0_g1_i1	36.6014385676548	32.1989943983522	35.5938130509661	33.6865781528764	47.2539269067641	63.3872600744735	-	-	-
TRINITY_DN130058_c0_g1_i1	58.2402788025949	78.6941905794298	61.0081318073733	57.0236440254179	47.7632237618576	70.9544552673319	TRINITY_DN130058_c0_g1_i1	sp|Q9LYZ9|PP362_ARATH_Pentatricopeptide_repeat-containing_protein_At5g02860_OS=Arabidopsis_thaliana_GN=At5g02860_PE=2_SV=1	5e-07
TRINITY_DN130063_c0_g1_i1	308.519877689685	234.870055334623	298.661713791854	279.304508576456	247.140958396771	383.657432597755	TRINITY_DN130063_c0_g1_i1	sp|Q0PAS0|ALF_CAMJE_Fructose-bisphosphate_aldolase_OS=Campylobacter_jejuni_subsp._jejuni_serotype_O:2_(strain_NCTC_11168)_GN=fba_PE=1_SV=1	5e-147
TRINITY_DN130066_c0_g1_i1	31.2401563002096	20.9650639863008	33.3463609952657	21.6811572014752	27.9696943080042	38.720970323853	-	-	-
TRINITY_DN130067_c0_g1_i1	19.4221196561978	23.5120167934273	44.3219718239472	27.2588971570245	41.6985539158767	42.8918711564605	TRINITY_DN130067_c0_g1_i1	sp|Q6TLF6|RGN_DANRE_Regucalcin_OS=Danio_rerio_GN=rgn_PE=2_SV=1	4e-43
TRINITY_DN130069_c0_g2_i1	96.8821365457008	84.6749592612206	62.5726397725041	77.1241501629266	76.740197670438	118.272484222442	TRINITY_DN130069_c0_g2_i1	sp|Q0WRB2|P2C73_ARATH_Probable_protein_phosphatase_2C_73_OS=Arabidopsis_thaliana_GN=PPC6-7_PE=2_SV=1	8e-21
TRINITY_DN130072_c0_g1_i1	56.5082822870737	45.1366665958897	72.5985280522282	63.5770011201971	69.4789923347738	99.059978419968	TRINITY_DN130072_c0_g1_i1	sp|P30176|YBIA_ECOLI_Swarming_motility_protein_YbiA_OS=Escherichia_coli_(strain_K12)_GN=ybiA_PE=1_SV=1	1e-17
TRINITY_DN130080_c0_g1_i2	59.4303504824496	64.9397537228032	87.8066098498556	62.9854868397603	65.9991787000797	19.3150909135107	-	-	-
TRINITY_DN130082_c0_g1_i1	69.2770458116961	47.1844666118742	56.9159948942812	68.8131448442739	49.1432975975119	123.925878188251	TRINITY_DN130082_c0_g1_i1	sp|P9WQI1|Y647_MYCTU_Uncharacterized_protein_Rv0647c_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_GN=Rv0647c_PE=1_SV=1	1e-22
TRINITY_DN130083_c0_g2_i1	14.517755397657	12.1522660783538	7.49612958492053	17.5840033620771	13.5513272878456	3.16683357296617	TRINITY_DN130083_c0_g2_i1	sp|Q44258|CBAC_COMTE_1-carboxy-3-chloro-3,4-dihydroxycyclo_hexa-1,5-diene_dehydrogenase_OS=Comamonas_testosteroni_GN=cbaC_PE=4_SV=2	7e-07
TRINITY_DN130087_c0_g1_i1	73.5441920315067	91.7774350158598	65.037305679803	82.3127196473462	75.3267305538762	72.1743641152338	TRINITY_DN130087_c0_g1_i1	sp|Q6GM59|MOT12_XENLA_Monocarboxylate_transporter_12_OS=Xenopus_laevis_GN=slc16a12_PE=2_SV=1	3e-09
TRINITY_DN130088_c0_g1_i1	36.8976448329779	39.413967234286	26.5124629788667	35.9729549928023	41.4103558683523	41.5497751657221	TRINITY_DN130088_c0_g1_i1	sp|Q810V0|MPP10_MOUSE_U3_small_nucleolar_ribonucleoprotein_protein_MPP10_OS=Mus_musculus_GN=Mphosph10_PE=1_SV=2	7e-16
TRINITY_DN130089_c0_g1_i1	367.432093696526	350.65036677274	243.21493141929	302.977982840083	344.09114860855	230.088313803651	TRINITY_DN130089_c0_g1_i1	sp|Q9CAX6|RS142_ARATH_40S_ribosomal_protein_S14-2_OS=Arabidopsis_thaliana_GN=RPS14B_PE=1_SV=1	4e-66
TRINITY_DN130093_c0_g2_i1	109.755324506083	112.703628507549	148.148279955265	103.310666351669	77.0578414373492	138.796815259095	TRINITY_DN130093_c0_g2_i1	sp|Q8BH74|NU107_MOUSE_Nuclear_pore_complex_protein_Nup107_OS=Mus_musculus_GN=Nup107_PE=2_SV=1	3e-15
TRINITY_DN130094_c0_g1_i1	44.7631220965494	66.3389634515433	51.8827176570472	59.9015402984113	56.9210099972896	71.9619880795567	-	-	-
TRINITY_DN130098_c0_g1_i1	340.657101309574	352.900047783696	299.243569437259	310.498023271154	242.964315470007	383.018915099977	TRINITY_DN130098_c0_g1_i1	sp|Q9C5E7|PUM6_ARATH_Pumilio_homolog_6,_chloroplastic_OS=Arabidopsis_thaliana_GN=APUM6_PE=1_SV=1	9e-07
TRINITY_DN130102_c0_g1_i1	123.04488711949	136.965796400229	175.387946461467	151.813985445872	158.791438282845	142.463937799167	-	-	-
TRINITY_DN130103_c0_g1_i1	64.417194179084	78.7001885461485	76.0464831706738	75.5306553080594	74.1929633396697	59.4772133923011	-	-	-
TRINITY_DN130107_c0_g1_i1	244.211555795409	270.468972922017	250.821400184334	255.672149729849	262.293767283622	270.253352418151	TRINITY_DN130107_c0_g1_i1	sp|Q6NKN8|FB132_ARATH_F-box_protein_At2g41170_OS=Arabidopsis_thaliana_GN=At2g41170_PE=2_SV=1	1e-06
TRINITY_DN130113_c0_g1_i1	133.929836034979	139.428090771336	170.326821033947	168.625602589286	121.560461274985	180.643811745959	-	-	-
TRINITY_DN130114_c0_g1_i1	34.4990908600258	32.1601850749727	28.2038478454927	22.5240975341407	14.3038579571871	27.1784085937656	TRINITY_DN130114_c0_g1_i1	sp|P40318|DOA10_YEAST_ERAD-associated_E3_ubiquitin-protein_ligase_DOA10_OS=Saccharomyces_cerevisiae_(strain_ATCC_204508_/_S288c)_GN=SSM4_PE=1_SV=1	4e-05
TRINITY_DN130117_c0_g1_i1	43.0040705065968	54.9527001050842	40.6849028647331	65.4157861028489	36.4709215901795	68.3988611726854	TRINITY_DN130117_c0_g1_i1	sp|Q6Z8D0|PUT1_ORYSJ_Polyamine_transporter_PUT1_OS=Oryza_sativa_subsp._japonica_GN=PUT1_PE=1_SV=1	7e-119
TRINITY_DN130121_c0_g1_i1	47.9623168891989	46.7257977065824	64.8290692870575	46.6564350347936	79.6094365114664	37.3813335019066	TRINITY_DN130121_c0_g1_i1	sp|Q19V52|CHLL_CHLAT_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_OS=Chlorokybus_atmophyticus_GN=chlL_PE=3_SV=2	9e-165
TRINITY_DN130126_c0_g1_i1	80.3604070264263	50.2238752346605	46.737076512177	51.306776169613	52.7234827764073	58.1266225714498	TRINITY_DN130126_c0_g1_i1	sp|P69328|AMYG_ASPNG_Glucoamylase_OS=Aspergillus_niger_GN=GLAA_PE=1_SV=1	6e-22
TRINITY_DN130129_c0_g1_i1	168.391590223234	190.349725219607	155.673772041456	149.499671042053	203.34079978009	175.681087618024	TRINITY_DN130129_c0_g1_i1	sp|P13952|CCNB_SPISO_G2/mitotic-specific_cyclin-B_OS=Spisula_solidissima_PE=2_SV=1	8e-47
TRINITY_DN130138_c0_g1_i1	27.3180232111767	16.3616344062783	31.3929246693411	33.5415315974397	23.6952389587221	10.0970855587025	-	-	-
TRINITY_DN130139_c0_g1_i1	65.0787869767641	50.0138692982647	55.7321955512032	62.3352849539239	40.590517506962	44.7404740341081	-	-	-
TRINITY_DN130144_c0_g1_i1	35.6107008441733	45.1432323081037	34.9351995677483	35.8849377544375	55.9430774735916	33.7177134943993	TRINITY_DN130144_c0_g1_i1	sp|Q9NVX2|NLE1_HUMAN_Notchless_protein_homolog_1_OS=Homo_sapiens_GN=NLE1_PE=1_SV=4	4e-08
TRINITY_DN130148_c0_g1_i1	11.0940736014395	11.8001007480401	18.0411137326063	8.69952999339575	17.2499467570803	18.3479270343132	TRINITY_DN130148_c0_g1_i1	sp|A8GCT5|RUTB_SERP5_Peroxyureidoacrylate/ureidoacrylate_amidohydrolase_RutB_OS=Serratia_proteamaculans_(strain_568)_GN=rutB_PE=3_SV=1	6e-24
TRINITY_DN130153_c0_g1_i1	118.59542892647	101.441143874251	97.7399907799902	92.9246133316428	75.007986829936	100.86489737336	-	-	-
TRINITY_DN130156_c0_g1_i1	3.02153616389297	2.84253729682009	16.5302661281339	0	10.6836481151597	0	TRINITY_DN130156_c0_g1_i1	sp|Q9BTE1|DCTN5_HUMAN_Dynactin_subunit_5_OS=Homo_sapiens_GN=DCTN5_PE=1_SV=1	3e-40
TRINITY_DN130156_c0_g1_i2	11.1420045512643	4.75012137989717	4.23049592799819	9.60857256710102	13.546125291405	7.81570331221541	TRINITY_DN130156_c0_g1_i2	sp|Q9QZB9|DCTN5_MOUSE_Dynactin_subunit_5_OS=Mus_musculus_GN=Dctn5_PE=1_SV=1	2e-58
TRINITY_DN130157_c0_g1_i1	303.094185925605	250.32899097073	311.58075136215	227.67995764607	261.267749328783	218.06164184851	-	-	-
TRINITY_DN130159_c0_g1_i1	153.641177160857	163.900748872663	154.013110410429	150.564014765147	219.102549345087	193.15957829942	TRINITY_DN130159_c0_g1_i1	sp|P9WQE7|PPSA_MYCTU_Phthiocerol_synthesis_polyketide_synthase_type_I_PpsA_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_GN=ppsA_PE=1_SV=1	5e-51
TRINITY_DN130160_c0_g2_i1	34.782313365841	34.6682055790557	44.285670142218	16.6536228856901	28.5352583389084	28.9893130213599	-	-	-
TRINITY_DN130161_c0_g1_i1	11.2107608560175	16.7265577616257	13.0580481567431	18.2224383568383	0	6.26160372704547	TRINITY_DN130161_c0_g1_i1	sp|Q9A9H3|GDPPS_CAUCR_GDP-perosamine_synthase_OS=Caulobacter_crescentus_(strain_ATCC_19089_/_CB15)_GN=per_PE=1_SV=1	2e-78
TRINITY_DN130167_c0_g1_i1	165.285131205784	156.674864618256	159.810839159937	142.105371976565	207.861392383494	171.05503188614	-	-	-
TRINITY_DN130173_c0_g2_i1	122.078149347724	105.035823521359	136.036213175004	126.756980018783	109.620552422994	110.728438498212	TRINITY_DN130173_c0_g2_i1	sp|Q9HDV4|LID2_SCHPO_Lid2_complex_component_lid2_OS=Schizosaccharomyces_pombe_(strain_972_/_ATCC_24843)_GN=lid2_PE=1_SV=1	1e-07
TRINITY_DN130175_c0_g1_i1	6.5667435732767	8.50759806525377	16.2468562214459	12.6871741128251	6.77394670592051	12.680287851216	TRINITY_DN130175_c0_g1_i1	sp|P0CB15|CRIS_PROFL_Serotriflin_OS=Protobothrops_flavoviridis_PE=1_SV=1	1e-13
TRINITY_DN130177_c0_g1_i1	4.88027896820126	4.64727214881916	19.7986359338362	8.36305977074147	0	14.7134102725099	-	-	-
TRINITY_DN130177_c1_g1_i1	9.31241546881239	4.85301075459605	18.7882980343996	13.1645490345699	23.2513737268358	16.534853994927	TRINITY_DN130177_c1_g1_i1	sp|Q8GWW4|GUX2_ARATH_UDP-glucuronate:xylan_alpha-glucuronosyltransferase_2_OS=Arabidopsis_thaliana_GN=GUX2_PE=2_SV=1	7e-08
TRINITY_DN130178_c0_g1_i1	111.078559256491	100.460725779668	129.455400451452	148.541364165807	201.695381318841	145.189964705809	TRINITY_DN130178_c0_g1_i1	sp|Q9SDW9|BSS_BOTBR_Squalene_synthase_OS=Botryococcus_braunii_GN=BSS_PE=1_SV=1	2e-73
TRINITY_DN130182_c0_g2_i1	29.6706704664494	21.2031589877019	23.1732807845162	39.8774073125584	17.1808188315722	63.3975246608599	TRINITY_DN130182_c0_g2_i1	sp|Q5F3T7|CELF1_CHICK_CUGBP_Elav-like_family_member_1_OS=Gallus_gallus_GN=CELF1_PE=1_SV=2	1e-18
TRINITY_DN130187_c0_g1_i1	151.591527077198	151.634585783887	111.76175728758	128.420346264079	142.575611194559	183.216799639205	TRINITY_DN130187_c0_g1_i1	sp|P09622|DLDH_HUMAN_Dihydrolipoyl_dehydrogenase,_mitochondrial_OS=Homo_sapiens_GN=DLD_PE=1_SV=2	6e-166
TRINITY_DN130188_c0_g1_i1	94.168149174235	109.481301334452	76.6841266650991	107.479411701392	100.722715254058	107.033916433027	-	-	-
TRINITY_DN130189_c0_g1_i1	94.4830780508076	66.3391488768398	78.0793095931016	66.4334907887656	89.0418658248068	88.5193655248484	-	-	-
TRINITY_DN130190_c0_g1_i1	94.50109132742	101.04398073094	80.7973781097174	80.3935209917639	69.6761452081017	54.2474171941277	TRINITY_DN130190_c0_g1_i1	sp|A8XX92|GLOD4_CAEBR_Glyoxalase_1_OS=Caenorhabditis_briggsae_GN=glod-4_PE=3_SV=1	3e-31
TRINITY_DN130196_c0_g1_i1	203.696571252356	245.985358160992	237.28689174912	238.858839088464	220.192588149143	235.246028092946	TRINITY_DN130196_c0_g1_i1	sp|Q9FHJ6|RFA1C_ARATH_Replication_protein_A_70_kDa_DNA-binding_subunit_C_OS=Arabidopsis_thaliana_GN=RPA1C_PE=3_SV=1	1e-46
TRINITY_DN130200_c0_g1_i1	82.4296727046899	80.6776613987653	96.9428511543304	70.3406628387827	134.307731141626	115.98797716749	TRINITY_DN130200_c0_g1_i1	sp|P93759|CDPKE_ARATH_Calcium-dependent_protein_kinase_14_OS=Arabidopsis_thaliana_GN=CPK14_PE=2_SV=1	1e-29
TRINITY_DN130205_c0_g1_i1	57.1770728855999	57.3708613440436	51.4466672358161	25.7311764923731	32.6272194638664	7.81022235062204	TRINITY_DN130205_c0_g1_i1	sp|Q63625|PHRF1_RAT_PHD_and_RING_finger_domain-containing_protein_1_OS=Rattus_norvegicus_GN=Phrf1_PE=1_SV=2	1e-11
TRINITY_DN130211_c0_g1_i1	163.138339825834	165.629398819101	175.62867899678	165.369323736396	153.601455755358	135.872359052783	-	-	-
